Genus	predicted_mobility	Relaxase	PCN	Multiple_replicons	Length_chr	gc	Number_plasmids	Predicted_ptu	Logsize
Escherichia	mobilizable	No MOB	15.6332682864379	Single replicons	5123200	47.2213693583052	11	PTU-E58	3.51281775856487
Salmonella	mobilizable	No MOB	15.6302768411644	Single replicons	4790069	0.477583765927324	4	PTU-E52	3.32613095671079
Enterococcus	non-mobilizable	No MOB	15.6259397791106	Single replicons	2827987	0.346409574468085	5	PTU-Lab50	3.4782778319196
Salmonella	mobilizable	MOBP	15.6067288419832	Single replicons	4826040	0.551171759121922	3	PTU-E1	3.52775875252097
Escherichia	mobilizable	MOBQ	15.5986504333165	Single replicons	4877427	51.4608396759146	7	PTU-E10	3.609914410086
Escherichia	mobilizable	MOBQ	15.5955886303886	Single replicons	4811586	47.8785569105691	4	PTU-E7	3.89608508542329
Staphylococcus	conjugative	MOBP	15.5749023104824	Single replicons	2879025	0.30345564305766	2	PTU-Bac7	4.60479825327267
Klebsiella	non-mobilizable	No MOB	15.525025321409	Multiple replicons	5395457	0.446557728368604	5	PTU-E71	3.5720579899263
Klebsiella	mobilizable	MOBP	15.4934977947913	Single replicons	5317588	0.504315925766077	11	PTU-E1	3.66595602945396
Escherichia	non-mobilizable	No MOB	15.4629108449936	Single replicons	5171181	47.1680152308425	10	PTU-E47	3.32242605240595
Escherichia	mobilizable	MOBQ	15.3663006007428	Single replicons	5030370	47.5609756097561	3	PTU-E7	3.7131544018373
Escherichia	mobilizable	No MOB	15.3539298815352	Single replicons	4982306	45.4693434617472	7	PTU-E9	3.26552533521907
Escherichia	mobilizable	Multiple MOB	15.2839832110572	Single replicons	4690654	49.0571120689655	5	PTU-E1	3.87063796321081
Bacillus	mobilizable	Multiple MOB	15.2807004247567	Single replicons	5277296	0.34460458240946	8	PTU-Bac34	3.73335778792559
Escherichia	mobilizable	MOBQ	15.2646619105288	Single replicons	4958823	49.470312884947	10	PTU-E10	3.60841905131729
Escherichia	mobilizable	MOBP	15.2600212014023	Single replicons	5442850	50.4044337926902	2	PTU-E14	3.82451632800721
Escherichia	non-mobilizable	No MOB	15.2493330014506	Single replicons	4763166	47.2701149425287	4	PTU-E47	3.31973049433022
Staphylococcus	mobilizable	MOBV	15.2407483900456	Multiple replicons	2793863	0.283763498135683	1	PTU-Bac18	4.31494108669298
Klebsiella	mobilizable	No MOB	15.2101289027445	Single replicons	5321589	0.515182707153886	14	PTU-E76	3.28847280059978
Escherichia	mobilizable	No MOB	15.2073085917443	Single replicons	4926657	52.5322580645161	8	PTU-E52	3.79239168949825
Escherichia	mobilizable	MOBQ	15.2044020105321	Single replicons	5278133	47.2200772200772	11	PTU-E7	3.71432975974523
Escherichia	mobilizable	MOBQ	15.1387541857211	Single replicons	4849261	50.3892944038929	8	PTU-E10	3.61384182187607
Escherichia	mobilizable	MOBP	15.0849812804534	Single replicons	5278133	47.4160895045285	11	PTU-E22	3.75058552734101
Klebsiella	mobilizable	No MOB	15.0484090850945	Multiple replicons	5231789	0.514613778705637	6	PTU-E76	3.28239550474253
Escherichia	mobilizable	No MOB	15.0464795167481	Single replicons	5294183	53.8011084387744	4	PTU-E52	3.98059415577622
Escherichia	mobilizable	MOBQ	14.9861314176938	Single replicons	5165674	51.4152104356387	10	PTU-E10	3.60884682232641
Staphylococcus	non-mobilizable	No MOB	14.9806294383563	Single replicons	2866622	0.29126213592233	4	PTU-Bac15	3.63608651510307
Escherichia	mobilizable	MOBF	14.9509268647147	Single replicons	5345520	46.0739779364049	5	PTU-E1	3.4888326343824
Escherichia	mobilizable	No MOB	14.9058128273342	Single replicons	4572288	51.8685567010309	1	PTU-E9	3.19089171692217
Escherichia	mobilizable	MOBQ	14.8710316430486	Single replicons	4733200	49.5090819833088	5	PTU-E10	3.61002102466414
Salmonella	mobilizable	MOBP	14.8582818091588	Single replicons	4654369	0.551304863582444	3	PTU-E1	3.5278875659527
Escherichia	mobilizable	MOBP	14.7815984453068	Single replicons	5294183	47.1694633966439	4	PTU-E1	3.73423960443545
Escherichia	mobilizable	MOBQ	14.7635198855818	Single replicons	5205472	47.4917683517335	5	PTU-E7	3.71290212504722
Klebsiella	mobilizable	MOBC	14.7613788852871	Single replicons	5387939	0.551538627071229	2	PTU-E4	3.96820266814285
Escherichia	non-mobilizable	No MOB	14.7376327796466	Single replicons	4961590	47.1680152308425	2	PTU-E47	3.32242605240595
Enterobacter	mobilizable	MOBP	14.7239874445041	Single replicons	5094430	50.9684128428441	4	PTU-E3	3.88609573243775
Klebsiella	mobilizable	MOBP	14.7198366033765	Single replicons	5356154	0.563450201675458	6	PTU-E3	3.50826030551233
Klebsiella	non-mobilizable	No MOB	14.6920309772839	Single replicons	5362699	0.431556632344034	3	PTU-E51	3.51877706892677
Escherichia	non-mobilizable	No MOB	14.6890241339111	Single replicons	4695840	47.1680152308425	4	PTU-E47	3.32242605240595
Escherichia	mobilizable	MOBQ	14.6517419907354	Single replicons	5039657	49.4365507104361	2	PTU-E10	3.61087300038005
Escherichia	mobilizable	Multiple MOB	14.6313621636423	Single replicons	4787915	53.2852165256347	6	PTU-E3	3.60400993241223
Escherichia	mobilizable	MOBQ	14.6194363889204	Single replicons	5677503	46.4741701041053	4	PTU-E19	3.70680309703734
Staphylococcus	non-mobilizable	No MOB	14.6021082277788	Single replicons	2696877	0.311918850380389	3	PTU-Bac20	3.37401474029191
Escherichia	mobilizable	MOBQ	14.5991370918901	Single replicons	4849261	48.7124463519313	8	PTU-E10	3.74756716273762
Klebsiella	non-mobilizable	No MOB	14.5961600553859	Single replicons	5146051	0.471682163989856	5	PTU-E71	3.55010599934759
Escherichia	mobilizable	MOBQ	14.5811027710971	Single replicons	5054263	47.5130636733114	5	PTU-E7	3.71323846154566
Escherichia	mobilizable	MOBP	14.5754542938153	Single replicons	4891786	48.5632616217843	8	PTU-E1	3.82262567877414
Escherichia	mobilizable	MOBP	14.5707554677982	Single replicons	5067025	55.2327305069671	5	PTU-E1	3.5280163411892
Escherichia	mobilizable	MOBQ	14.5421571108892	Single replicons	4979425	51.5009842519685	2	PTU-E10	3.60895369927586
Klebsiella	conjugative	MOBP	14.5418984196909	Single replicons	5509882	0.514252125986656	7	PTU-L/M	4.81623466949106
Escherichia	non-mobilizable	No MOB	14.527151477245	Single replicons	4692428	47.1680152308425	4	PTU-E47	3.32242605240595
Escherichia	mobilizable	No MOB	14.447146129175	Single replicons	4996527	51.063829787234	3	PTU-E9	3.1906117978136
Escherichia	mobilizable	No MOB	14.4286712667766	Single replicons	5165674	50.4260837347166	10	PTU-E76	3.43120288455652
Klebsiella	mobilizable	MOBP	14.3854024908109	Single replicons	5267448	0.532327100698356	3	PTU-E3	3.64728514502537
Klebsiella	mobilizable	No MOB	14.3741375173759	Single replicons	5230102	0.417826473201066	8	PTU-E52	3.52853106063541
Salmonella	mobilizable	No MOB	14.3542791797344	Single replicons	4654369	0.482202820685024	3	PTU-E76	3.47392469341616
Escherichia	non-mobilizable	No MOB	14.343690297872	Single replicons	5014914	47.1367723615712	7	PTU-E47	3.32489949705231
Escherichia	mobilizable	MOBP	14.3074337193554	Single replicons	4767905	55.1897983392645	5	PTU-E1	3.5278875659527
Klebsiella	non-mobilizable	No MOB	14.2892272815482	Single replicons	5349282	0.527977799140261	8	PTU-E13	4.74141162476655
Escherichia	non-mobilizable	No MOB	14.2741997031513	Single replicons	4956558	47.1680152308425	8	PTU-E47	3.32242605240595
Enterococcus	non-mobilizable	No MOB	14.2374190794223	Single replicons	2898846	0.387878787878788	6	PTU-Lab37	3.29666519026153
Escherichia	mobilizable	No MOB	14.2335628288836	Single replicons	5231450	50.9252912954078	6	PTU-E9	3.16405529189345
Escherichia	mobilizable	MOBQ	14.2334476270098	Single replicons	5040845	47.5130636733114	4	PTU-E7	3.71323846154566
Escherichia	non-mobilizable	No MOB	14.2318207980086	Single replicons	5222443	47.1680152308425	5	PTU-E47	3.32242605240595
Salmonella	mobilizable	Multiple MOB	14.2284372292038	Single replicons	4925949	0.551008303677343	2	PTU-E14	3.5278875659527
Escherichia	mobilizable	MOBF	14.2068167655356	Single replicons	5081525	45.7791577721716	6	PTU-E1	3.71206014246107
Escherichia	non-mobilizable	No MOB	14.2056530222014	Single replicons	5082313	47.1367723615712	3	PTU-E47	3.32489949705231
Acinetobacter	non-mobilizable	No MOB	14.2017650635924	Single replicons	3938810	0.343832321612645	3	PTU-Pse7	3.9410639882199
Escherichia	mobilizable	MOBP	14.1958230218878	Single replicons	5222443	46.8402154398564	5	PTU-E1	3.74585519517373
Escherichia	mobilizable	MOBP	14.189956548943	Single replicons	4986004	47.5395879448323	10	PTU-E22	3.76886000084296
Salmonella	non-mobilizable	No MOB	14.1865802779592	Single replicons	4980580	0.494243070362473	2	PTU-E76	3.3701428470511
Escherichia	mobilizable	MOBQ	14.1763406637861	Single replicons	4843422	47.5314617618587	9	PTU-E7	3.71307032585564
Klebsiella	mobilizable	MOBQ	14.1639159856315	Single replicons	5122946	0.492055610724926	9	PTU-E12	3.60508946188158
Klebsiella	mobilizable	MOBC	14.1495709281844	Single replicons	5462735	0.550596421471173	4	PTU-E4	4.00259798071991
Staphylococcus	mobilizable	MOBV	14.1425501669596	Multiple replicons	2716662	0.28363918074856	1	PTU-Bac18	4.31498314503912
Enterococcus	non-mobilizable	No MOB	14.1369772942291	Single replicons	2829571	0.387878787878788	7	PTU-Lab37	3.29666519026153
Enterobacter	mobilizable	Multiple MOB	14.1231615518613	Single replicons	4724319	52.5193393267824	2	PTU-E3	3.67970038087196
Acinetobacter	non-mobilizable	No MOB	14.0875177214029	Single replicons	4062852	0.382279569892473	2	PTU-Pse7	4.06539296156199
Klebsiella	mobilizable	No MOB	14.0551710700066	Multiple replicons	5280811	0.516364512437511	6	PTU-R	4.91915657223929
Escherichia	non-mobilizable	No MOB	14.0441295720461	Single replicons	4696162	47.1680152308425	4	PTU-E47	3.32242605240595
Staphylococcus	non-mobilizable	No MOB	14.0170369024476	Single replicons	2863885	0.308532147189648	3	PTU-Bac20	3.3932241163613
Escherichia	non-mobilizable	No MOB	14.0151317816823	Single replicons	4962779	47.1680152308425	2	PTU-E47	3.32242605240595
Salmonella	mobilizable	No MOB	14.0105601110215	Multiple replicons	4790379	0.470985569542524	6	PTU-E58	3.51281775856487
Escherichia	mobilizable	MOBF	13.994267982118	Single replicons	5142974	46.6666666666667	6	PTU-E1	3.58602438238698
Escherichia	mobilizable	MOBQ	13.9807359543996	Single replicons	5454476	47.4917683517335	3	PTU-E7	3.71290212504722
Escherichia	non-mobilizable	No MOB	13.9789498250055	Single replicons	4900194	54.0843806104129	6	PTU-E11	3.34791518650169
Klebsiella	mobilizable	MOBC	13.9735062783385	Single replicons	5459651	0.550596421471173	4	PTU-E4	4.00259798071991
Klebsiella	mobilizable	MOBP	13.9488632103903	Multiple replicons	5228900	0.563450201675458	5	PTU-E3	3.50826030551233
Escherichia	mobilizable	MOBQ	13.9237303629133	Single replicons	5061196	49.876968503937	4	PTU-E10	3.60895369927586
Acinetobacter	conjugative	MOBQ	13.8852004129124	Single replicons	3427709	0.40755766062603	9	PTU-Pse8	4.6862786780672
Klebsiella	mobilizable	MOBP	13.8799533806133	Single replicons	5371030	0.50443579766537	5	PTU-E3	3.80787313200333
Escherichia	non-mobilizable	No MOB	13.8534408306745	Single replicons	4695840	47.1680152308425	4	PTU-E47	3.32242605240595
Klebsiella	mobilizable	MOBP	13.8529685373588	Single replicons	5220279	0.543540125213432	4	PTU-E3	3.54580175715928
Escherichia	mobilizable	MOBP	13.6770831656961	Single replicons	5262974	48.5030840980894	8	PTU-E1	3.82262567877414
Escherichia	mobilizable	MOBP	13.6740147776438	Single replicons	5442850	50.4044337926902	2	PTU-E14	3.82451632800721
Escherichia	mobilizable	MOBF	13.673046569096	Single replicons	5559392	42.9523574426068	10	PTU-E1	3.60756224318359
Escherichia	mobilizable	MOBQ	13.6606069165016	Single replicons	5061196	47.5130636733114	4	PTU-E7	3.71323846154566
Acinetobacter	non-mobilizable	No MOB	13.6596722749662	Single replicons	3951609	0.3446088794926	2	PTU-Pse7	4.0365889767554
Enterobacter	mobilizable	MOBP	13.6502293823684	Single replicons	4811497	54.9949341438703	8	PTU-E3	3.69328715700566
Escherichia	non-mobilizable	No MOB	13.6424198528145	Single replicons	5018128	47.1517472474868	12	PTU-E47	3.31993843998031
Escherichia	mobilizable	MOBP	13.6317232885233	Single replicons	5312637	48.5917537746806	3	PTU-E1	3.8380931384456
Escherichia	mobilizable	MOBF	13.5860501145752	Single replicons	5457079	43.4059286146401	2	PTU-E1	3.51930284923543
Salmonella	mobilizable	Multiple MOB	13.5728386888029	Single replicons	4955572	0.539368104312939	2	PTU-E3	3.60075514963962
Escherichia	mobilizable	MOBF	13.5294485386597	Single replicons	4807773	46.7863894139887	6	PTU-E1	3.50160692241883
Klebsiella	non-mobilizable	No MOB	13.491056177727	Single replicons	5181675	0.51686720709586	5	PTU-E13	4.74050479898077
Klebsiella	mobilizable	MOBC	13.4500970466476	Single replicons	5470618	0.53467356427215	2	PTU-E4	4.18386747715217
Escherichia	mobilizable	MOBQ	13.4371315936846	Single replicons	4741019	49.803536345776	3	PTU-E10	3.6098077693287
Enterobacter	mobilizable	No MOB	13.3984478591521	Single replicons	4576220	47.2982975573649	12	PTU-E52	3.60777660374169
Escherichia	mobilizable	MOBP	13.3621620819369	Single replicons	4828093	47.3805718344877	6	PTU-E22	3.75058552734101
Escherichia	mobilizable	Multiple MOB	13.3070461741884	Single replicons	4983583	56.3355145746579	6	PTU-E3	3.52659770910345
Bacillus	mobilizable	MOBV	13.2864787532012	Single replicons	5203820	0.331007413868295	7	PTU-Bac34	3.66143405039392
Escherichia	mobilizable	MOBQ	13.2804190815691	Single replicons	5023218	49.8654269635429	8	PTU-E10	3.61140463771159
Klebsiella	conjugative	MOBP	13.2609313823491	Single replicons	5343921	0.42418228253177	4	PTU-I2	4.81289999353013
Escherichia	mobilizable	MOBQ	13.2453041706264	Single replicons	4972339	47.5130636733114	4	PTU-E7	3.71323846154566
Escherichia	mobilizable	No MOB	13.2288454556137	Single replicons	5195683	53.6496951721865	2	PTU-E52	3.78311713749047
Escherichia	mobilizable	No MOB	13.213441157736	Single replicons	5302688	50.8069722401549	3	PTU-E9	3.19005141775921
Klebsiella	mobilizable	No MOB	13.194030754519	Single replicons	5306993	0.482253337675024	14	PTU-E52	3.48727981644307
Klebsiella	mobilizable	MOBP	13.189794498212	Single replicons	5330523	0.543824701195219	5	PTU-E3	3.54580175715928
Escherichia	mobilizable	No MOB	13.1802947028575	Single replicons	5042053	51.8041237113402	3	PTU-E9	3.19089171692217
Escherichia	mobilizable	MOBQ	13.1671878549902	Single replicons	4877427	50.5353620738236	7	PTU-E20	3.85113599501157
Escherichia	mobilizable	No MOB	13.1525811245307	Single replicons	4896043	52.5645161290323	5	PTU-E63	3.79239168949825
Klebsiella	mobilizable	No MOB	13.1127668259921	Multiple replicons	5230102	0.514613778705637	8	PTU-E76	3.28239550474253
Staphylococcus	mobilizable	MOBV	13.081347993388	Multiple replicons	2807494	0.282795698924731	1	PTU-Bac18	4.31090562937614
Klebsiella	mobilizable	MOBC	13.0785381238685	Single replicons	5480603	0.550596421471173	4	PTU-E4	4.00259798071991
Klebsiella	mobilizable	No MOB	13.0651497725244	Single replicons	5317588	0.505622334238077	11	PTU-E76	3.41145134213794
Escherichia	mobilizable	Multiple MOB	13.0277012683255	Single replicons	5278133	48.5604606525912	11	PTU-E1	3.71683772329952
Salmonella	mobilizable	MOBP	13.0091943568737	Single replicons	4722156	0.480343691148776	7	PTU-E1	3.92921450373739
Klebsiella	mobilizable	Multiple MOB	13.0037450540291	Single replicons	5220139	0.563139931740614	8	PTU-E3	3.50826030551233
Klebsiella	mobilizable	MOBC	12.9818448567931	Single replicons	5260706	0.53681092406618	5	PTU-E4	4.14116746864623
Acinetobacter	mobilizable	MOBQ	12.9715096526935	Single replicons	3981941	0.346750524109015	2	PTU-Pse3	3.9795483747041
Klebsiella	mobilizable	MOBP	12.8886426902147	Single replicons	5356154	0.543540125213432	6	PTU-E3	3.54580175715928
Staphylococcus	non-mobilizable	No MOB	12.8147516845026	Single replicons	2859695	0.308127780024262	1	PTU-Bac20	3.3932241163613
Escherichia	mobilizable	MOBP	12.8135051610456	Single replicons	5712798	47.0707070707071	8	PTU-E1	3.94987770403687
Enterococcus	mobilizable	MOBV	12.8030640155002	Single replicons	3019093	0.369083009375715	6	PTU-Lab37	3.64077947734486
Klebsiella	mobilizable	MOBC	12.7936630033222	Single replicons	5322270	0.53681092406618	3	PTU-E4	4.14116746864623
Staphylococcus	mobilizable	No MOB	12.7236135824837	Single replicons	2863885	0.287367405978785	3	PTU-Bac16	3.4929000111087
Escherichia	non-mobilizable	No MOB	12.7187381650771	Single replicons	5186323	47.1455756422455	5	PTU-E47	3.32263271169222
Enterobacter	mobilizable	MOBP	12.6429626026719	Single replicons	4762345	55.4931640625	3	PTU-E3	3.61235994796777
Escherichia	mobilizable	MOBP	12.6422780245852	Single replicons	5486912	45.6042422550935	5	PTU-E1	3.85527680383009
Escherichia	mobilizable	MOBQ	12.6354953988413	Single replicons	5058969	51.4489194499018	9	PTU-E10	3.6098077693287
Escherichia	mobilizable	No MOB	12.6296547615433	Single replicons	4690654	51.3844172569221	5	PTU-E9	3.19117145572856
Staphylococcus	mobilizable	No MOB	12.5991737996474	Multiple replicons	2751401	0.295279544693673	1	PTU-Bac16	3.47523522260413
Klebsiella	mobilizable	MOBP	12.5980950514223	Single replicons	5359358	0.563450201675458	4	PTU-E3	3.50826030551233
Salmonella	mobilizable	MOBQ	12.5866318374499	Single replicons	4916780	0.493141129969774	3	PTU-E19	3.63356944255409
Klebsiella	mobilizable	MOBC	12.5748472300627	Single replicons	5444559	0.555806182121972	4	PTU-E4	4.07809415040641
Escherichia	mobilizable	Multiple MOB	12.5619193722287	Single replicons	5705580	45.584512285927	6	PTU-E1	3.82704601700473
Escherichia	mobilizable	No MOB	12.5467469507366	Single replicons	5183046	51.8685567010309	4	PTU-E9	3.19089171692217
Klebsiella	mobilizable	No MOB	12.5307989856607	Single replicons	5367215	0.411240721102863	7	PTU-E58	3.67348169707335
Escherichia	mobilizable	MOBP	12.5163112220352	Single replicons	5492443	46.4084740152267	3	PTU-E1	3.78118072093726
Escherichia	mobilizable	MOBQ	12.5055654007683	Single replicons	5186731	47.5324172634024	7	PTU-E7	3.71323846154566
Staphylococcus	non-mobilizable	No MOB	12.4863131372333	Single replicons	2544197	0.310650887573964	2	PTU-Bac20	3.37401474029191
Escherichia	mobilizable	MOBP	12.4852446430775	Single replicons	5358450	45.8722182340273	4	PTU-E1	3.84292112075998
Escherichia	mobilizable	Multiple MOB	12.4816116647683	Single replicons	4894694	53.6346976175932	12	PTU-E1	3.8161086707399
Staphylococcus	mobilizable	MOBP	12.4095356720472	Single replicons	2172396	0.322159841479524	4	PTU-Bac36	3.78218586649202
Klebsiella	non-mobilizable	No MOB	12.3683014985442	Single replicons	5374831	0.438999747410962	3	PTU-E71	3.5975855017522
Escherichia	mobilizable	MOBQ	12.3619792753196	Single replicons	4965000	49.8654269635429	2	PTU-E10	3.61140463771159
Staphylococcus	mobilizable	MOBC	12.3164224374685	Multiple replicons	2178824	0.286248442044038	3	PTU-Bac19	3.38147609027503
Salmonella	conjugative	MOBP	12.2942933284673	Single replicons	4779348	0.413732942862484	2	PTU-X4	4.50647797271566
